1340897542.62242	CRSrqY2Ts62Y4yXFD4	192.168.114.10	1136	208.71.123.1	80	tcp	http	0.109901	596	6064
1340897543.11452	CIhILm4wpS1MkJY2ua	192.168.114.10	1144	209.190.106.126	80	tcp	http	0.048291	249	3776
1340897543.05086	Cf9Y1rwlo2NUvDo8d	192.168.114.10	1141	64.236.85.82	80	tcp	http	0.173304	506	1228
1340897543.15893	C6s5iG1fQyKTwCNmhi	192.168.114.10	1145	50.19.197.95	80	tcp	http	0.133618	252	4288
1340897543.21512	CIhILm4wpS1MkJY2ua	192.168.114.10	1146	209.190.106.126	80	tcp	http	0.18502	342	5045
1340897543.31629	CVuhy12rnc9kapmLxl	192.168.114.10	1152	50.19.197.95	80	tcp	http	0.140366	328	4113
1340897543.30184	CGhp8p2zuOH1FL2341	192.168.114.10	1149	205.188.93.194	80	tcp	http	0.16129	314	4654
1340897543.31812	Clj5nN3sFf77g4wgx5	192.168.114.10	1153	206.188.4.2	80	tcp	http	0.15628	417	6317
1340897544.10248	CaVIjP2OhWI3GgiOc1	192.168.114.10	1164	207.46.193.177	80	tcp	http	0.172335	306	9108
1340897544.13262	CVfTwV3Dr6f6EqKQF5	192.168.114.10	1168	63.251.249.49	80	tcp	http	0.150851	245	8206
1340897544.17709	CERbM51NdzM6HkUNuf	192.168.114.10	1169	167.8.226.10	80	tcp	http	0.110797	446	3090
1340897544.29876	CBcciy3jeZcujquMp7	192.168.114.10	1172	63.251.249.49	80	tcp	http	0.201833	342	3199
1340897544.44996	CERbM51NdzM6HkUNuf	192.168.114.10	1173	75.101.202.107	80	tcp	http	0.198047	469	4401
1340897544.6424	CERbM51NdzM6HkUNuf	192.168.114.10	1174	184.72.195.161	80	tcp	http	0.135179	696	5256
1340897544.65259	CWx6Rc22YEHk8kXZ6g	192.168.114.10	1175	75.101.202.107	80	tcp	http	0.125481	806	8124
1340897544.78192	CbQWiq1DLU7whcxtGi	192.168.114.10	1182	64.94.107.19	80	tcp	http	0.216087	376	2879
1340897545.04101	Cq0QiB2EZRacCOmOg2	192.168.114.10	1186	50.16.37.159	80	tcp	http	0.0659	296	6219
1340897545.91915	CoGIu84FwBpjiwDv5a	192.168.114.10	1192	207.46.193.177	80	tcp	http	0.216772	495	2106
1340897546.21894	CYP5a31rRzSksgCTQe	192.168.114.10	1196	75.101.202.107	80	tcp	http	0.060863	475	5254
1340897546.22486	Cq0QiB2EZRacCOmOg2	192.168.114.10	1197	184.72.195.161	80	tcp	http	0.064027	626	5258
1340897545.91853	CMxMFqVw1pXdEcnei	192.168.114.10	1191	167.8.226.10	80	tcp	http	1.005329	520	1161
1340897546.1777	CHFgNF15MuslfXjn61	192.168.114.10	1195	167.8.226.10	80	tcp	http	0.755584	703	1080
1340897537.4285	CTFFxc2FASJsje6y5g	192.168.114.10	1047	50.28.53.156	80	tcp	http	9.608671	288	5089
1340897529.05493	Cq0QiB2EZRacCOmOg2	192.168.114.10	1042	50.28.53.157	80	tcp	http	17.98291	141	2851
1340897527.92884	CzKhx51ehpaYwRvGtf	192.168.114.10	1035	50.28.53.157	80	tcp	http	19.10838	685	4455
1340897547.10652	CZh1Mp2os7BsGlNUy5	192.168.114.10	1199	167.8.226.10	80	tcp	http	0.173642	616	6282
1340897547.32782	C5Jyzf2Hm8m02nZHtk	192.168.114.10	1200	64.94.107.19	80	tcp	http	0.06403	291	4490
1340897540.83195	C5Jyzf2Hm8m02nZHtk	192.168.114.10	1124	184.28.213.231	80	tcp	http	7.138019	963	1636
1340897548.0854	CVKT7n4EYJYRS5P3xa	192.168.114.10	1210	64.94.107.19	80	tcp	http	0.00261	457	3169
1340897548.25055	Cn0FMr1wrXKSE6dl2c	192.168.114.10	1211	64.94.107.19	80	tcp	http	0.039304	368	2876
1340897548.31018	CFmdFo3KuVKaPPQvW3	192.168.114.10	1212	64.94.107.19	80	tcp	http	0.018954	457	3169
1340897548.90473	C5Jyzf2Hm8m02nZHtk	192.168.114.10	1216	173.204.218.6	80	tcp	http	0.047056	244	5667
1340897548.90421	CSJmr3fnqCpIsDnjk	192.168.114.10	1215	173.204.218.6	80	tcp	http	0.074398	244	5673
1340897548.95369	CmQdkd2IrxJdQUJPgl	192.168.114.10	1217	173.204.218.6	80	tcp	http	0.044046	443	5846
1340897548.98076	CdfMPy3aYC3PcI4ko7	192.168.114.10	1218	173.204.218.6	80	tcp	http	0.040735	443	5845
1340897537.31435	C8wNbz3g2v2hFl9kr7	192.168.114.10	1044	178.162.137.64	80	tcp	http	11.77133	955	2596
1340897549.11862	CPUvsJ2UM8P1YK7d7	192.168.114.10	1220	64.94.107.19	80	tcp	http	0.001994	454	3136
1340897548.55568	C5Jyzf2Hm8m02nZHtk	192.168.114.10	1214	91.218.36.246	80	tcp	http	0.604246	538	2337
1340897549.20873	CvhY3Yzw2wfgwhS7g	192.168.114.10	1221	64.94.107.19	80	tcp	http	0.086286	454	3135
1340897550.02147	C7Ydpk4NvUiVN6wJw8	192.168.114.10	1225	63.251.249.49	80	tcp	http	0.140283	343	3197
1340897550.02091	CH9agq1qp6RGPyiBHi	192.168.114.10	1224	63.251.249.49	80	tcp	http	0.149849	343	3194
1340897550.72933	C5Jyzf2Hm8m02nZHtk	192.168.114.10	1230	204.2.197.201	80	tcp	http	0.087038	255	5399
1340897550.81881	CepWLonAhNfTO9q8b	192.168.114.10	1232	204.2.197.201	80	tcp	http	0.089597	331	9828
1340897550.81822	CD8nuq359uWW21pCM2	192.168.114.10	1231	204.2.197.201	80	tcp	http	0.091416	255	5395
1340897550.92265	CYLEpi3eHW4XQvYe55	192.168.114.10	1233	204.2.197.201	80	tcp	http	0.219273	506	8129
1340897551.38842	Ctey6d30rAnI7Xipj9	192.168.114.10	1235	50.19.205.162	80	tcp	http	0.078723	651	7516
1340897546.15548	CLE7EA42m2sNN6SYv9	192.168.114.10	1194	65.54.81.162	80	tcp	http	7.522355	469	2318
1340897546.39329	C5Jyzf2Hm8m02nZHtk	192.168.114.10	1198	68.142.118.254	80	tcp	http	7.284774	846	4072
1340897545.8797	CguYnl3ZxLC351r1Z2	192.168.114.10	1190	68.142.118.254	80	tcp	http	7.798541	156	1114
1340897549.25725	CsKCHB2z8QvhoFIGe2	192.168.114.10	1222	91.218.36.246	80	tcp	http	5.544528	182	3324
1340897553.65715	C5Jyzf2Hm8m02nZHtk	192.168.114.10	1171	23.21.160.167	80	tcp	http	1.705953	398	3117
1340897545.93746	CkBxWa1AxN1fCmSaMh	192.168.114.10	1193	74.217.240.83	80	tcp	http	9.868372	697	2705
1340897537.53285	CYNjqXDn8QWkZSIz8	192.168.114.10	1051	138.108.6.20	80	tcp	http	18.73581	588	2056
1340897550.28707	CqW2GA1LKAkFuSOBHg	192.168.114.10	1226	50.116.194.21	80	tcp	http	9.902434	549	1221
1340897550.28754	C8GmFw4Ji0xyHU9dt4	192.168.114.10	1227	50.116.194.21	80	tcp	http	9.909248	549	1221
1340897543.29854	CMnFaDcajbqVVWxHf	192.168.114.10	1148	98.139.225.42	80	tcp	http	16.8993	644	1224
1340897549.36059	CERB9S2rpf6hWkLia	192.168.114.10	1223	72.36.210.254	80	tcp	http	21.52116	750	8886
1340897538.40616	CMnFaDcajbqVVWxHf	192.168.114.10	1067	199.59.149.235	80	tcp	http	32.57444	514	4350
1340897544.03708	CRZg2y44ILyPzcjW5f	192.168.114.10	1163	74.201.53.201	80	tcp	http	32.21077	180	3438
1340897542.94891	CxJuKk3xuuuHzDxmX2	192.168.114.10	1140	165.193.73.49	80	tcp	http	33.2993	158	4766
1340897560.46988	CNzt2BZCetGOdu95f	192.168.114.10	1240	204.2.243.231	80	tcp	http	26.57235	426	3370
1340897539.91294	CknG4z3fh1M7yMX6s7	192.168.114.10	1094	208.71.125.131	80	tcp	http	0.229193	409	2186
1340897545.83744	CYVjIV2o8RMCsyEK4d	192.168.114.10	1187	64.152.208.66	80	tcp	http	0.246315	599	2615
1340897540.4781	CU23xy4eQDZfHsnfia	192.168.114.10	1113	74.125.137.157	443	tcp	ssl	0.209657	615	2624
1340897547.40335	CknG4z3fh1M7yMX6s7	192.168.114.10	1203	204.2.243.239	80	tcp	http	0.08418	432	1440
1340897545.84331	CknG4z3fh1M7yMX6s7	192.168.114.10	1188	205.251.242.100	80	tcp	http	0.196202	362	3508
1340897540.47003	C68l7D1ZeIamXFVpDh	192.168.114.10	1112	74.125.137.157	80	tcp	http	11.32263	114	3500
1340897547.97482	CKilSu41jDFZZK7yp8	192.168.114.10	1208	184.28.213.231	80	tcp	http	0.165951	338	1329
1340897543.35032	CUYGfSFYKkXlOGROd	192.168.114.10	1156	74.217.78.158	80	tcp	http	1.79084	675	8979
1340897547.38951	C6wB312LkMJI5RI6ul	192.168.114.10	1202	204.2.243.221	80	tcp	http	0.034935	472	4064
1340897541.6341	CLQity1jWQffm4J82d	192.168.114.10	1135	204.2.243.80	80	tcp	http	2.491325	293	1698
1340897538.01967	CxG68l3WZFaUpc2aV2	192.168.114.10	1062	96.17.47.144	80	tcp	http	0.228498	638	3759
1340897541.18881	CyV3q01YJpUPtnmAXd	192.168.114.10	1128	69.25.24.23	80	tcp	http	0.152912	319	2363
1340897539.59442	CmHUko3NOA9xz6FjS3	192.168.114.10	1088	74.125.134.95	80	tcp	http	0.376467	598	5050
1340897539.38686	CxG68l3WZFaUpc2aV2	192.168.114.10	1084	206.41.9.67	80	tcp	http	0.060824	128	1169
1340897540.17698	CxG68l3WZFaUpc2aV2	192.168.114.10	1105	208.71.125.52	443	tcp	ssl	0.510831	237	5001
1340897541.19053	CgJIAL29eKxSAZT642	192.168.114.10	1129	173.194.37.77	80	tcp	http	0.003522	285	5588
1340897543.10199	COO5jeelGRmj5bQPh	192.168.114.10	1143	74.217.78.158	80	tcp	http	5.382817	746	1058
1340897544.27798	CUU8WK3qKZtbOpWlF7	192.168.114.10	1170	204.2.243.81	80	tcp	http	0.15729	407	1597
1340897538.78112	Cp00hN3FKW9kxy2Mf7	192.168.114.10	1075	204.2.243.72	80	tcp	http	0.222571	299	1355
1340897541.50379	CQC8qs1fFo54ZBQ3xg	192.168.114.10	1133	37.157.255.49	80	tcp	http	4.579802	882	1153
1340897539.18169	CpHi1z23C8fwtQfih	192.168.114.10	1081	206.41.9.67	80	tcp	http	0.506847	127	2105
1340897544.72844	CiAtMw47r4o3ZaMila	192.168.114.10	1181	74.217.78.184	80	tcp	http	0.647357	214	7068
1340897550.40135	Cq9paW2GexjjH1Dw34	192.168.114.10	1229	74.217.78.184	80	tcp	http	1.299156	518	1603
1340897538.66261	CpHi1z23C8fwtQfih	192.168.114.10	1071	204.145.89.40	80	tcp	http	53.2143	947	6096
1340897548.36617	CpHi1z23C8fwtQfih	192.168.114.10	1213	173.194.37.78	80	tcp	http	0.446974	171	1581
1340897526.89804	CKWsly4XOXJ95dq92f	192.168.114.10	1034	91.218.38.207	80	tcp	http	64.97399	341	5217
1340897539.18894	C2yETZ1jLjAzrB7Zd	192.168.114.10	1082	208.71.125.129	80	tcp	http	0.264669	327	2716
1340897539.58516	CiC1Fs1zjYDtrpkt6c	192.168.114.10	1087	208.71.125.131	80	tcp	http	0.665441	152	7120
1340897537.5283	CsKfOJ2akeyDTiRba	192.168.114.10	1050	204.2.243.237	80	tcp	http	10.28443	270	9571
1340897540.73619	CjgHja4x8gtAzl99tf	192.168.114.10	1115	74.125.137.148	80	tcp	http	0.112132	653	2819
1340897539.90171	CBkPnZ3EzwXGczxCE6	192.168.114.10	1092	204.2.243.228	80	tcp	http	0.116545	606	8869
1340897543.34978	CO9ZOS3lEb97Vk2s55	192.168.114.10	1154	204.2.243.67	80	tcp	http	0.265118	374	4839
1340897541.08937	CkWjXM1OxhgVDYbI6l	192.168.114.10	1126	204.2.243.81	80	tcp	http	5.536056	458	4349
1340897541.36848	Ce3wM14FjzTxoxUrh7	192.168.114.10	1130	204.2.243.238	80	tcp	http	0.00363	279	6247
1340897591.83036	Ce3wM14FjzTxoxUrh7	192.168.114.10	1245	50.28.53.157	80	tcp	http	0.202399	432	1262
1340897539.90291	Ce3wM14FjzTxoxUrh7	192.168.114.10	1093	74.125.139.154	80	tcp	http	0.278317	586	1936
1340897539.60229	Ce3wM14FjzTxoxUrh7	192.168.114.10	1089	96.17.61.229	80	tcp	http	0.637141	453	6538
1340897544.69794	CLd8uJ2lqoBUr6w06	192.168.114.10	1178	64.95.73.13	80	tcp	http	1.927579	696	1042
1340897544.69854	CHOEJXOwktMPtGWv8	192.168.114.10	1179	74.122.140.23	80	tcp	http	0.333555	626	1594
1340897540.09723	CgAJeXyLTHJVxS04g	192.168.114.10	1099	204.236.237.241	80	tcp	http	0.700007	612	1619
1340897540.09769	Cd0HWB2GfvoRYbnui2	192.168.114.10	1098	107.21.44.227	80	tcp	http	0.266481	670	1130
1340897545.85911	CfLyOdPuatSDZ2Sfb	192.168.114.10	1189	204.2.243.221	80	tcp	http	0.224754	35	4334
1340897538.2268	CT9oF74gTVMEqYZh4a	192.168.114.10	1064	66.220.149.88	80	tcp	http	8.070325	395	5661
1340897539.3857	CgAJeXyLTHJVxS04g	192.168.114.10	1083	206.41.9.67	80	tcp	http	0.114931	542	1435
1340897537.85903	CgAJeXyLTHJVxS04g	192.168.114.10	1058	69.31.72.49	80	tcp	http	0.088687	899	4515
1340897542.63977	Czgxd4YI64rfXl14c	192.168.114.10	1138	204.2.243.64	80	tcp	http	0.203194	281	1429
1340897542.73123	CYY7gsXbSe3tJSSib	192.168.114.10	1139	216.52.92.3	80	tcp	http	5.518892	293	8592
1340897537.41617	CZHx4Z3TERjaNBX9H6	192.168.114.10	1046	204.2.243.245	80	tcp	http	0.241625	278	1155
1340897588.36476	CZHx4Z3TERjaNBX9H6	192.168.114.10	1243	96.17.47.144	80	tcp	http	0.291746	375	4386
1340897526.55075	CZHx4Z3TERjaNBX9H6	192.168.114.10	1031	204.13.162.123	80	tcp	http	65.42194	564	2598
1340897537.63003	CZHx4Z3TERjaNBX9H6	192.168.114.10	1054	96.17.34.24	80	tcp	http	0.690779	470	4458
1340897563.89409	CZHx4Z3TERjaNBX9H6	192.168.114.10	1241	192.166.218.218	80	tcp	http	4.490518	243	3347
1340897543.31565	ClTRDM2JooRUujRdP7	192.168.114.10	1151	69.25.24.24	80	tcp	http	0.295913	607	9276
1340897543.42547	CHGFRc3GAooLqYGPK2	192.168.114.10	1157	74.217.78.146	80	tcp	http	5.934449	632	3972
1340897540.73725	CqSaIA0zuorDdPB3f	192.168.114.10	1117	74.125.137.148	80	tcp	http	0.296413	577	2219
1340897537.70466	Cqx4Uk4gg4CHrnPa74	192.168.114.10	1055	74.125.137.149	80	tcp	http	4.873711	278	9242
1340897540.76397	Cqx4Uk4gg4CHrnPa74	192.168.114.10	1121	64.72.65.215	80	tcp	http	0.274029	498	4279
1340897544.94143	Cqx4Uk4gg4CHrnPa74	192.168.114.10	1183	96.17.43.46	80	tcp	http	0.269082	655	2050
1340897541.36904	Cqx4Uk4gg4CHrnPa74	192.168.114.10	1131	204.2.243.73	80	tcp	http	0.003377	515	6253
1340897538.71052	CoqCF921pKgrRuMjoj	192.168.114.10	1072	74.125.139.149	80	tcp	http	4.134237	107	6877
1340897537.54913	C5Of2A1DfsqjNorVFg	192.168.114.10	1052	204.2.243.239	80	tcp	http	0.012126	270	4216
1340897538.85161	CkD60N1dwQmAG2rA5l	192.168.114.10	1076	216.137.47.33	80	tcp	http	7.117892	268	3378
1340897538.71148	CtP3X120KcZ93gHDvl	192.168.114.10	1074	74.125.139.149	80	tcp	http	4.131377	178	7641
1340897549.02297	CNgP8P1A6IxlwoIpMd	192.168.114.10	1219	74.217.78.146	80	tcp	http	0.883643	236	1434
1340897540.11572	Cql8Xp1xdtoM8w4vDi	192.168.114.10	1100	74.114.28.200	80	tcp	http	8.368924	130	8919
1340897543.92012	CP5YTD1nMJcgxf4LFh	192.168.114.10	1162	96.17.43.46	80	tcp	http	0.658146	123	1060
